ms,epoch,path,bytes
63,1790370589083,HpDrvPre.sys,19128
63,1790370589114,CAPTURED_HpDrvPre.sys,19128
63,1790370589114,HpDrvTestDrv.sys,19128
63,1790370589130,SYS32_Hardware,900
63,1790370589145,SYS32_Hardware.exe,32671232
63,1790370589145,SYS32_Hardware.ini,363
680,1790370589661,HpDrvPre.sys,19128
680,1790370589661,HpDrvTestDrv.sys,19128
680,1790370589661,SYS32_Hardware,900
680,1790370589661,SYS32_Hardware.exe,32671232
680,1790370589676,SYS32_Hardware.ini,363
1211,1790370590192,HpDrvPre.sys,19128
1211,1790370590192,HpDrvTestDrv.sys,19128
1211,1790370590192,SYS32_Hardware,900
1211,1790370590192,SYS32_Hardware.exe,32671232
1211,1790370590208,SYS32_Hardware.ini,363
1743,1790370590723,HpDrvPre.sys,19128
1743,1790370590723,HpDrvTestDrv.sys,19128
1743,1790370590739,SYS32_Hardware,900
1743,1790370590739,SYS32_Hardware.exe,32671232
1743,1790370590739,SYS32_Hardware.ini,363
2274,1790370591255,HpDrvPre.sys,19128
2274,1790370591255,HpDrvTestDrv.sys,19128
2274,1790370591255,SYS32_Hardware,900
2274,1790370591270,SYS32_Hardware.exe,32671232
2274,1790370591270,SYS32_Hardware.ini,363
2805,1790370591786,HpDrvPre.sys,19128
2805,1790370591786,HpDrvTestDrv.sys,19128
2805,1790370591786,SYS32_Hardware,900
2805,1790370591786,SYS32_Hardware.exe,32671232
2805,1790370591817,SYS32_Hardware.ini,363
3336,1790370592317,HpDrvPre.sys,19128
3336,1790370592317,HpDrvTestDrv.sys,19128
3336,1790370592317,SYS32_Hardware,900
3336,1790370592333,SYS32_Hardware.exe,32671232
3336,1790370592333,SYS32_Hardware.ini,363
3883,1790370592864,HpDrvPre.sys,19128
3883,1790370592864,HpDrvTestDrv.sys,19128
3883,1790370592864,SYS32_Hardware,900
3883,1790370592864,SYS32_Hardware.exe,32671232
3883,1790370592880,SYS32_Hardware.ini,363
4399,1790370593380,HpDrvPre.sys,19128
4399,1790370593380,HpDrvTestDrv.sys,19128
4399,1790370593380,SYS32_Hardware,900
4399,1790370593395,SYS32_Hardware.exe,32671232
4399,1790370593395,SYS32_Hardware.ini,363
4914,1790370593895,HpDrvPre.sys,19128
4914,1790370593895,HpDrvTestDrv.sys,19128
4914,1790370593895,SYS32_Hardware,900
4914,1790370593895,SYS32_Hardware.exe,32671232
4914,1790370593911,SYS32_Hardware.ini,363
5430,1790370594411,HpDrvPre.sys,19128
5430,1790370594411,HpDrvTestDrv.sys,19128
5430,1790370594411,SYS32_Hardware,900
5430,1790370594426,SYS32_Hardware.exe,32671232
5430,1790370594426,SYS32_Hardware.ini,363
5946,1790370594927,HpDrvPre.sys,19128
5946,1790370594927,HpDrvTestDrv.sys,19128
5946,1790370594927,SYS32_Hardware,900
5946,1790370594927,SYS32_Hardware.exe,32671232
5946,1790370594942,SYS32_Hardware.ini,363
6477,1790370595458,HpDrvPre.sys,19128
6477,1790370595458,HpDrvTestDrv.sys,19128
6477,1790370595458,SYS32_Hardware,900
6477,1790370595458,SYS32_Hardware.exe,32671232
6477,1790370595473,SYS32_Hardware.ini,363
6992,1790370595973,HpDrvPre.sys,19128
6992,1790370595973,HpDrvTestDrv.sys,19128
6992,1790370595973,SYS32_Hardware,900
6992,1790370595973,SYS32_Hardware.exe,32671232
6992,1790370595989,SYS32_Hardware.ini,363
7524,1790370596505,HpDrvPre.sys,19128
7524,1790370596505,HpDrvTestDrv.sys,19128
7524,1790370596505,SYS32_Hardware,900
7524,1790370596505,SYS32_Hardware.exe,32671232
7524,1790370596520,SYS32_Hardware.ini,363
8039,1790370597020,HpDrvPre.sys,19128
8039,1790370597020,HpDrvTestDrv.sys,19128
8039,1790370597020,SYS32_Hardware,900
8039,1790370597020,SYS32_Hardware.exe,32671232
8039,1790370597036,SYS32_Hardware.ini,363
8582,1790370597567,HpDrvPre.sys,19128
8582,1790370597567,HpDrvTestDrv.sys,19128
8582,1790370597567,SYS32_Hardware,900
8582,1790370597583,SYS32_Hardware.exe,32671232
8582,1790370597583,SYS32_Hardware.ini,363
9117,1790370598098,HpDrvPre.sys,19128
9117,1790370598098,HpDrvTestDrv.sys,19128
9117,1790370598098,SYS32_Hardware,900
9117,1790370598098,SYS32_Hardware.exe,32671232
9117,1790370598114,SYS32_Hardware.ini,363
9649,1790370598630,HpDrvPre.sys,19128
9649,1790370598630,HpDrvTestDrv.sys,19128
9649,1790370598630,SYS32_Hardware,900
9649,1790370598645,SYS32_Hardware.exe,32671232
9649,1790370598645,SYS32_Hardware.ini,363
10196,1790370599176,HpDrvPre.sys,19128
10196,1790370599176,HpDrvTestDrv.sys,19128
10196,1790370599176,SYS32_Hardware,900
10196,1790370599192,SYS32_Hardware.exe,32671232
10196,1790370599208,SYS32_Hardware.ini,363
10742,1790370599723,HpDrvPre.sys,19128
10742,1790370599723,HpDrvTestDrv.sys,19128
10742,1790370599723,SYS32_Hardware,900
10742,1790370599723,SYS32_Hardware.exe,32671232
10742,1790370599739,SYS32_Hardware.ini,363
11274,1790370600255,HpDrvPre.sys,19128
11274,1790370600255,HpDrvTestDrv.sys,19128
11274,1790370600255,SYS32_Hardware,900
11274,1790370600255,SYS32_Hardware.exe,32671232
11274,1790370600270,SYS32_Hardware.ini,363
11805,1790370600786,HpDrvPre.sys,19128
11805,1790370600786,HpDrvTestDrv.sys,19128
11805,1790370600786,SYS32_Hardware,900
11805,1790370600786,SYS32_Hardware.exe,32671232
11805,1790370600801,SYS32_Hardware.ini,363
12321,1790370601302,HpDrvPre.sys,19128
12321,1790370601302,HpDrvTestDrv.sys,19128
12321,1790370601302,SYS32_Hardware,900
12321,1790370601302,SYS32_Hardware.exe,32671232
12321,1790370601317,SYS32_Hardware.ini,363
12836,1790370601817,HpDrvPre.sys,19128
12836,1790370601817,HpDrvTestDrv.sys,19128
12836,1790370601817,SYS32_Hardware,900
12836,1790370601833,SYS32_Hardware.exe,32671232
12836,1790370601833,SYS32_Hardware.ini,363
13368,1790370602348,HpDrvPre.sys,19128
13368,1790370602348,HpDrvTestDrv.sys,19128
13368,1790370602364,SYS32_Hardware,900
13368,1790370602364,SYS32_Hardware.exe,32671232
13368,1790370602380,SYS32_Hardware.ini,363
13899,1790370602880,HpDrvPre.sys,19128
13899,1790370602880,HpDrvTestDrv.sys,19128
13899,1790370602880,SYS32_Hardware,900
13899,1790370602880,SYS32_Hardware.exe,32671232
13899,1790370602895,SYS32_Hardware.ini,363
14414,1790370603395,HpDrvPre.sys,19128
14414,1790370603395,HpDrvTestDrv.sys,19128
14414,1790370603395,SYS32_Hardware,900
14414,1790370603395,SYS32_Hardware.exe,32671232
14414,1790370603411,SYS32_Hardware.ini,363
14930,1790370603911,HpDrvPre.sys,19128
14930,1790370603911,HpDrvTestDrv.sys,19128
14930,1790370603911,SYS32_Hardware,900
14930,1790370603927,SYS32_Hardware.exe,32671232
14930,1790370603927,SYS32_Hardware.ini,363
15461,1790370604442,HpDrvPre.sys,19128
15461,1790370604442,HpDrvTestDrv.sys,19128
15461,1790370604442,SYS32_Hardware,900
15461,1790370604442,SYS32_Hardware.exe,32671232
15461,1790370604458,SYS32_Hardware.ini,363
16008,1790370604989,HpDrvPre.sys,19128
16008,1790370604989,HpDrvTestDrv.sys,19128
16008,1790370605005,SYS32_Hardware,900
16008,1790370605005,SYS32_Hardware.exe,32671232
16008,1790370605020,SYS32_Hardware.ini,363
16539,1790370605520,HpDrvPre.sys,19128
16539,1790370605520,HpDrvTestDrv.sys,19128
16539,1790370605520,SYS32_Hardware,900
16539,1790370605520,SYS32_Hardware.exe,32671232
16539,1790370605536,SYS32_Hardware.ini,363
17055,1790370606036,HpDrvPre.sys,19128
17055,1790370606036,HpDrvTestDrv.sys,19128
17055,1790370606036,SYS32_Hardware,900
17055,1790370606036,SYS32_Hardware.exe,32671232
17055,1790370606052,SYS32_Hardware.ini,363
17571,1790370606552,HpDrvPre.sys,19128
17571,1790370606552,HpDrvTestDrv.sys,19128
17571,1790370606567,SYS32_Hardware,900
17571,1790370606567,SYS32_Hardware.exe,32671232
17571,1790370606567,SYS32_Hardware.ini,363
18102,1790370607083,HpDrvPre.sys,19128
18102,1790370607083,HpDrvTestDrv.sys,19128
18102,1790370607083,SYS32_Hardware,900
18102,1790370607083,SYS32_Hardware.exe,32671232
18102,1790370607099,SYS32_Hardware.ini,363
18620,1790370607599,HpDrvPre.sys,19128
18620,1790370607599,HpDrvTestDrv.sys,19128
18620,1790370607615,SYS32_Hardware,900
18620,1790370607615,SYS32_Hardware.exe,32671232
18620,1790370607615,SYS32_Hardware.ini,363
19134,1790370608115,HpDrvPre.sys,19128
19134,1790370608115,HpDrvTestDrv.sys,19128
19134,1790370608115,SYS32_Hardware,900
19134,1790370608115,SYS32_Hardware.exe,32671232
19134,1790370608130,SYS32_Hardware.ini,363
19660,1790370608641,HpDrvbWpwyzI5eoJ1CQhgwD.sys,0
19660,1790370608641,HpDrvPre.sys,19128
19660,1790370608641,HpDrvTestDrv.sys,19128
19660,1790370608657,SYS32_Hardware,900
19660,1790370608657,SYS32_Hardware.exe,32671232
19660,1790370608672,SYS32_Hardware.ini,363
20191,1790370609172,HpDrvPre.sys,19128
20191,1790370609172,HpDrvTestDrv.sys,19128
20191,1790370609172,SYS32_Hardware,900
20191,1790370609172,SYS32_Hardware.exe,32671232
20191,1790370609188,SYS32_Hardware.ini,363
20707,1790370609688,HpDrvPre.sys,19128
20707,1790370609688,HpDrvTestDrv.sys,19128
20707,1790370609688,SYS32_Hardware,900
20707,1790370609688,SYS32_Hardware.exe,32671232
20707,1790370609704,SYS32_Hardware.ini,363
21236,1790370610216,HpDrvbWpwyzI5eoJ1CQhgwD.sys,0
21236,1790370610216,HpDrvPre.sys,19128
21236,1790370610216,HpDrvTestDrv.sys,19128
21236,1790370610216,SYS32_Hardware,900
21236,1790370610231,SYS32_Hardware.exe,32671232
21236,1790370610247,SYS32_Hardware.ini,363
21767,1790370610747,HpDrvPre.sys,19128
21767,1790370610747,HpDrvTestDrv.sys,19128
21767,1790370610747,SYS32_Hardware,900
21767,1790370610747,SYS32_Hardware.exe,32671232
21767,1790370610763,SYS32_Hardware.ini,363
22282,1790370611263,HpDrvPre.sys,19128
22282,1790370611263,HpDrvTestDrv.sys,19128
22282,1790370611263,SYS32_Hardware,900
22282,1790370611263,SYS32_Hardware.exe,32671232
22282,1790370611279,SYS32_Hardware.ini,363
22824,1790370611805,HpDrvPre.sys,19128
22824,1790370611805,HpDrvTestDrv.sys,19128
22824,1790370611805,SYS32_Hardware,900
22824,1790370611805,SYS32_Hardware.exe,32671232
22824,1790370611820,SYS32_Hardware.ini,363
23340,1790370612321,HpDrvPre.sys,19128
23340,1790370612321,HpDrvTestDrv.sys,19128
23340,1790370612337,SYS32_Hardware,900
23340,1790370612337,SYS32_Hardware.exe,32671232
23340,1790370612352,SYS32_Hardware.ini,363
23884,1790370612865,HpDrvPre.sys,19128
23884,1790370612880,HpDrvTestDrv.sys,19128
23884,1790370612880,SYS32_Hardware,900
23884,1790370612896,SYS32_Hardware.exe,32671232
23884,1790370612912,SYS32_Hardware.ini,363
24431,1790370613412,HpDrvPre.sys,19128
24431,1790370613412,HpDrvTestDrv.sys,19128
24431,1790370613412,SYS32_Hardware,900
24431,1790370613427,SYS32_Hardware.exe,32671232
24431,1790370613443,SYS32_Hardware.ini,363
24962,1790370613943,HpDrvPre.sys,19128
24962,1790370613943,HpDrvTestDrv.sys,19128
24962,1790370613943,SYS32_Hardware,900
24962,1790370613943,SYS32_Hardware.exe,32671232
24962,1790370613959,SYS32_Hardware.ini,363
25493,1790370614474,HpDrvPre.sys,19128
25493,1790370614474,HpDrvTestDrv.sys,19128
25493,1790370614490,SYS32_Hardware,900
25493,1790370614490,SYS32_Hardware.exe,32671232
25493,1790370614490,SYS32_Hardware.ini,363
26038,1790370615006,HpDrvPre.sys,19128
26038,1790370615021,HpDrvTestDrv.sys,19128
26038,1790370615021,SYS32_Hardware,900
26038,1790370615021,SYS32_Hardware.exe,32671232
26038,1790370615037,SYS32_Hardware.ini,363
26556,1790370615537,HpDrvPre.sys,19128
26556,1790370615537,HpDrvTestDrv.sys,19128
26556,1790370615537,SYS32_Hardware,900
26556,1790370615537,SYS32_Hardware.exe,32671232
26556,1790370615553,SYS32_Hardware.ini,363
27072,1790370616053,HpDrvPre.sys,19128
27072,1790370616053,HpDrvTestDrv.sys,19128
27072,1790370616053,SYS32_Hardware,900
27072,1790370616053,SYS32_Hardware.exe,32671232
27072,1790370616068,SYS32_Hardware.ini,363
27600,1790370616581,HpDrvPre.sys,19128
27600,1790370616581,HpDrvTestDrv.sys,19128
27600,1790370616581,SYS32_Hardware,900
