ms,epoch,path,bytes
91,1790381970518,HpDrvPre.sys,19128
91,1790381970534,SYS32_Hardware.exe,32671232
678,1790381971065,HpDrvPre.sys,19128
678,1790381971065,SYS32_Hardware.exe,32671232
1192,1790381971581,HpDrvPre.sys,19128
1192,1790381971581,SYS32_Hardware.exe,32671232
1708,1790381972096,HpDrvPre.sys,19128
1708,1790381972096,SYS32_Hardware.exe,32671232
2224,1790381972612,HpDrvPre.sys,19128
2224,1790381972612,SYS32_Hardware.exe,32671232
2739,1790381973127,HpDrvPre.sys,19128
2739,1790381973127,SYS32_Hardware.exe,32671232
3239,1790381973627,HpDrvPre.sys,19128
3239,1790381973627,SYS32_Hardware.exe,32671232
3740,1790381974127,HpDrvPre.sys,19128
3740,1790381974127,SYS32_Hardware.exe,32671232
4255,1790381974643,HpDrvPre.sys,19128
4255,1790381974643,SYS32_Hardware.exe,32671232
4771,1790381975159,HpDrvPre.sys,19128
4771,1790381975159,SYS32_Hardware.exe,32671232
5286,1790381975674,HpDrvPre.sys,19128
5286,1790381975674,SYS32_Hardware.exe,32671232
5802,1790381976190,HpDrvPre.sys,19128
5802,1790381976190,SYS32_Hardware.exe,32671232
6301,1790381976690,HpDrvPre.sys,19128
6301,1790381976690,SYS32_Hardware.exe,32671232
6818,1790381977206,HpDrvPre.sys,19128
6818,1790381977206,SYS32_Hardware.exe,32671232
7333,1790381977721,HpDrvPre.sys,19128
7333,1790381977721,SYS32_Hardware.exe,32671232
7848,1790381978237,HpDrvPre.sys,19128
7848,1790381978237,SYS32_Hardware.exe,32671232
8349,1790381978737,HpDrvPre.sys,19128
8349,1790381978737,SYS32_Hardware.exe,32671232
8864,1790381979252,HpDrvPre.sys,19128
8864,1790381979252,SYS32_Hardware.exe,32671232
9365,1790381979752,HpDrvPre.sys,19128
9365,1790381979752,SYS32_Hardware.exe,32671232
9864,1790381980253,HpDrvPre.sys,19128
9864,1790381980253,SYS32_Hardware.exe,32671232
10379,1790381980768,HpDrvPre.sys,19128
10379,1790381980768,SYS32_Hardware.exe,32671232
10911,1790381981299,HpDrvPre.sys,19128
10911,1790381981299,SYS32_Hardware.exe,32671232
11427,1790381981815,HpDrvPre.sys,19128
11427,1790381981815,SYS32_Hardware.exe,32671232
11942,1790381982331,HpDrvPre.sys,19128
11942,1790381982331,SYS32_Hardware.exe,32671232
12458,1790381982846,HpDrvPre.sys,19128
12458,1790381982846,SYS32_Hardware.exe,32671232
12974,1790381983362,HpDrvPre.sys,19128
12974,1790381983362,SYS32_Hardware.exe,32671232
13489,1790381983877,HpDrvPre.sys,19128
13489,1790381983877,SYS32_Hardware.exe,32671232
13989,1790381984377,HpDrvPre.sys,19128
13989,1790381984377,SYS32_Hardware.exe,32671232
14489,1790381984877,HpDrvPre.sys,19128
14489,1790381984877,SYS32_Hardware.exe,32671232
