ms,epoch,path,bytes
34,1790395633944,HpDrvPre.sys,19128
34,1790395633944,SYS32_Hardware.exe,32671232
590,1790395634491,HpDrvPre.sys,19128
590,1790395634491,SYS32_Hardware.exe,32671232
1106,1790395635007,HpDrvPre.sys,19128
1106,1790395635007,SYS32_Hardware.exe,32671232
1621,1790395635523,HpDrvPre.sys,19128
1621,1790395635523,SYS32_Hardware.exe,32671232
2138,1790395636038,HpDrvPre.sys,19128
2138,1790395636054,SYS32_Hardware.exe,32671232
2669,1790395636570,HpDrvPre.sys,19128
2669,1790395636570,SYS32_Hardware.exe,32671232
3169,1790395637070,HpDrvPre.sys,19128
3169,1790395637070,SYS32_Hardware.exe,32671232
3669,1790395637570,HpDrvPre.sys,19128
3669,1790395637570,SYS32_Hardware.exe,32671232
4184,1790395638085,HpDrvPre.sys,19128
4184,1790395638085,SYS32_Hardware.exe,32671232
4700,1790395638601,HpDrvPre.sys,19128
4700,1790395638601,SYS32_Hardware.exe,32671232
5215,1790395639116,HpDrvPre.sys,19128
5215,1790395639116,SYS32_Hardware.exe,32671232
5715,1790395639616,HpDrvPre.sys,19128
5715,1790395639616,SYS32_Hardware.exe,32671232
6231,1790395640132,HpDrvPre.sys,19128
6231,1790395640132,SYS32_Hardware.exe,32671232
6762,1790395640663,HpDrvPre.sys,19128
6762,1790395640663,SYS32_Hardware.exe,32671232
7278,1790395641179,HpDrvPre.sys,19128
7278,1790395641179,SYS32_Hardware.exe,32671232
7794,1790395641695,HpDrvPre.sys,19128
7794,1790395641695,SYS32_Hardware.exe,32671232
8294,1790395642195,HpDrvPre.sys,19128
8294,1790395642195,SYS32_Hardware.exe,32671232
8825,1790395642726,HpDrvPre.sys,19128
8825,1790395642726,SYS32_Hardware.exe,32671232
9356,1790395643257,HpDrvPre.sys,19128
9356,1790395643257,SYS32_Hardware.exe,32671232
9872,1790395643773,HpDrvPre.sys,19128
9872,1790395643773,SYS32_Hardware.exe,32671232
10387,1790395644288,HpDrvPre.sys,19128
10387,1790395644288,SYS32_Hardware.exe,32671232
10903,1790395644804,HpDrvPre.sys,19128
10903,1790395644804,SYS32_Hardware.exe,32671232
11403,1790395645304,HpDrvPre.sys,19128
11403,1790395645304,SYS32_Hardware.exe,32671232
11919,1790395645819,HpDrvPre.sys,19128
11919,1790395645819,SYS32_Hardware.exe,32671232
12419,1790395646320,HpDrvPre.sys,19128
12419,1790395646320,SYS32_Hardware.exe,32671232
12934,1790395646835,HpDrvPre.sys,19128
12934,1790395646835,SYS32_Hardware.exe,32671232
13450,1790395647351,HpDrvPre.sys,19128
13450,1790395647366,SYS32_Hardware.exe,32671232
13981,1790395647882,HpDrvPre.sys,19128
13981,1790395647882,SYS32_Hardware.exe,32671232
