slot_va	rva	target_va	is_pdata_start	target_owner
0x140f95ddc	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f95df8	0x40a01	0x140040a01	no	0x14002a6f0..0x1400431ac
0x140f95dfc	0x8340a	0x14008340a	no	0x140071910..0x1400f6e74
0x140f95e04	0x20521	0x140020521	no	0x14001bdf0..0x14002a6e2
0x140f95e08	0x65405	0x140065405	no	0x14005d9b0..0x140071526
0x140f95e0c	0x78ac40	0x14078ac40	yes	0x14078ac40..0x14078ace6
0x140f95e10	0x78ace6	0x14078ace6	yes	0x14078ace6..0x14078acee
0x140f95e18	0x20521	0x140020521	no	0x14001bdf0..0x14002a6e2
0x140f95e1c	0x77405	0x140077405	no	0x140071910..0x1400f6e74
0x140f95e20	0x78ace6	0x14078ace6	yes	0x14078ace6..0x14078acee
0x140f95e24	0x78acee	0x14078acee	yes	0x14078acee..0x14078aef2
0x140f95e30	0x78ace6	0x14078ace6	yes	0x14078ace6..0x14078acee
0x140f95e34	0x78acee	0x14078acee	yes	0x14078acee..0x14078aef2
0x140f95e40	0x78ac40	0x14078ac40	yes	0x14078ac40..0x14078ace6
0x140f95e44	0x78ace6	0x14078ace6	yes	0x14078ace6..0x14078acee
0x140f95e4c	0x82119	0x140082119	no	0x140071910..0x1400f6e74
0x140f95e50	0x125412	0x140125412	no	0x1400f6eb0..0x1401934a2
0x140f95e54	0x113412	0x140113412	no	0x1400f6eb0..0x1401934a2
0x140f95e60	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f95e7c	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f95e98	0x92e19	0x140092e19	no	0x140071910..0x1400f6e74
0x140f95e9c	0x60641d	0x14060641d	no	0x1405e8220..0x1406196ee
0x140f95ea0	0x5f341d	0x1405f341d	no	0x1405e8220..0x1406196ee
0x140f95ea4	0x5a011d	0x1405a011d	no	NO-FUNCTION
0x140f95eac	0x500b	0x14000500b	no	0x1400019d0..0x14001bde5
0x140f95eb0	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f95ecc	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f95ef4	0x72819	0x140072819	no	0x140071910..0x1400f6e74
0x140f95f04	0x5002	0x140005002	no	0x1400019d0..0x14001bde5
0x140f95f08	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f95f10	0x20821	0x140020821	no	0x14001bdf0..0x14002a6e2
0x140f95f18	0x78b650	0x14078b650	yes	0x14078b650..0x14078b6af
0x140f95f1c	0x78b6af	0x14078b6af	yes	0x14078b6af..0x14078b83d
0x140f95f24	0x20821	0x140020821	no	0x14001bdf0..0x14002a6e2
0x140f95f2c	0x78b6af	0x14078b6af	yes	0x14078b6af..0x14078b83d
0x140f95f30	0x78b83d	0x14078b83d	yes	0x14078b83d..0x14078b9cf
0x140f95f3c	0x78b6af	0x14078b6af	yes	0x14078b6af..0x14078b83d
0x140f95f40	0x78b83d	0x14078b83d	yes	0x14078b83d..0x14078b9cf
0x140f95f4c	0x78b650	0x14078b650	yes	0x14078b650..0x14078b6af
0x140f95f50	0x78b6af	0x14078b6af	yes	0x14078b6af..0x14078b83d
0x140f95f58	0x20021	0x140020021	no	0x14001bdf0..0x14002a6e2
0x140f95f60	0x78b650	0x14078b650	yes	0x14078b650..0x14078b6af
0x140f95f64	0x78b6af	0x14078b6af	yes	0x14078b6af..0x14078b83d
0x140f95f6c	0xb1f19	0x1400b1f19	no	0x140071910..0x1400f6e74
0x140f95f70	0x33641f	0x14033641f	no	NO-FUNCTION
0x140f95f74	0x32341f	0x14032341f	no	NO-FUNCTION
0x140f95f78	0x2c011f	0x1402c011f	no	NO-FUNCTION
0x140f95f84	0x7010	0x140007010	no	0x1400019d0..0x14001bde5
0x140f95f88	0x7b3fa8	0x1407b3fa8	yes	0x1407b3fa8..0x1407b4067
0x140f95fbc	0x7d8ccc	0x1407d8ccc	yes	0x1407d8ccc..0x1407d8cea
0x140f95fd4	0x20a01	0x140020a01	no	0x14001bdf0..0x14002a6e2
0x140f95fdc	0x20619	0x140020619	no	0x14001bdf0..0x14002a6e2
0x140f95fe4	0x7b3fa8	0x1407b3fa8	yes	0x1407b3fa8..0x1407b4067
0x140f95ffc	0xb2e19	0x1400b2e19	no	0x140071910..0x1400f6e74
0x140f96000	0x217420	0x140217420	no	NO-FUNCTION
0x140f96004	0x206420	0x140206420	no	NO-FUNCTION
0x140f96008	0x1f3420	0x1401f3420	no	NO-FUNCTION
0x140f9600c	0x1a0120	0x1401a0120	no	0x140197d50..0x1401a7b91
0x140f96014	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f96018	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96048	0xb2e19	0x1400b2e19	no	0x140071910..0x1400f6e74
0x140f9604c	0x2f7420	0x1402f7420	no	NO-FUNCTION
0x140f96050	0x2e6420	0x1402e6420	no	NO-FUNCTION
0x140f96054	0x2d3420	0x1402d3420	no	NO-FUNCTION
0x140f96058	0x280120	0x140280120	no	NO-FUNCTION
0x140f96060	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f96064	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96088	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f96094	0x6c1402	0x1406c1402	no	0x14069eaa0..0x1406cd1a2
0x140f960b0	0xd3219	0x1400d3219	no	0x140071910..0x1400f6e74
0x140f960b4	0x227424	0x140227424	no	NO-FUNCTION
0x140f960b8	0x216424	0x140216424	no	NO-FUNCTION
0x140f960bc	0x203424	0x140203424	no	NO-FUNCTION
0x140f960c0	0x1a0124	0x1401a0124	no	0x140197d50..0x1401a7b91
0x140f960cc	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f960d0	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f960ec	0x4ad06	0x14004ad06	no	0x1400487d0..0x14004cec6
0x140f960f8	0x20501	0x140020501	no	0x14001bdf0..0x14002a6e2
0x140f960fc	0x13405	0x140013405	no	0x1400019d0..0x14001bde5
0x140f96100	0xb1d01	0x1400b1d01	no	0x140071910..0x1400f6e74
0x140f96104	0x9641d	0x14009641d	no	0x140071910..0x1400f6e74
0x140f96108	0x8541d	0x14008541d	no	0x140071910..0x1400f6e74
0x140f9610c	0x7341d	0x14007341d	no	0x140071910..0x1400f6e74
0x140f96118	0x7015	0x140007015	no	0x1400019d0..0x14001bde5
0x140f9611c	0x71701	0x140071701	no	0x1400716f0..0x140071706
0x140f9612c	0x300b	0x14000300b	no	0x1400019d0..0x14001bde5
0x140f96130	0x40a21	0x140040a21	no	0x14002a6f0..0x1400431ac
0x140f96134	0x4e40a	0x14004e40a	no	0x14004cf60..0x14005d9a9
0x140f96138	0xd5405	0x1400d5405	no	0x140071910..0x1400f6e74
0x140f9613c	0x78d3f0	0x14078d3f0	yes	0x14078d3f0..0x14078d4c0
0x140f96140	0x78d4c0	0x14078d4c0	yes	0x14078d4c0..0x14078d8a3
0x140f9614c	0x78d3f0	0x14078d3f0	yes	0x14078d3f0..0x14078d4c0
0x140f96150	0x78d4c0	0x14078d4c0	yes	0x14078d4c0..0x14078d8a3
0x140f96158	0x81501	0x140081501	no	0x140071910..0x1400f6e74
0x140f9615c	0x87415	0x140087415	no	0x140071910..0x1400f6e74
0x140f96160	0x76415	0x140076415	no	0x140071910..0x1400f6e74
0x140f96164	0x65415	0x140065415	no	0x14005d9b0..0x140071526
0x140f9616c	0x51101	0x140051101	no	0x14004cf60..0x14005d9a9
0x140f96178	0xc007	0x14000c007	no	0x1400019d0..0x14001bde5
0x140f9617c	0x82121	0x140082121	no	0x140071910..0x1400f6e74
0x140f96180	0x67421	0x140067421	no	0x14005d9b0..0x140071526
0x140f96184	0x76416	0x140076416	no	0x140071910..0x1400f6e74
0x140f96188	0x8540c	0x14008540c	no	0x140071910..0x1400f6e74
0x140f9618c	0xf3405	0x1400f3405	no	0x140071910..0x1400f6e74
0x140f96190	0x78db80	0x14078db80	yes	0x14078db80..0x14078dc4a
0x140f96194	0x78dc4a	0x14078dc4a	yes	0x14078dc4a..0x14078ddf1
0x140f961a0	0x78db80	0x14078db80	yes	0x14078db80..0x14078dc4a
0x140f961a4	0x78dc4a	0x14078dc4a	yes	0x14078dc4a..0x14078ddf1
0x140f961ac	0xd3219	0x1400d3219	no	0x140071910..0x1400f6e74
0x140f961b0	0x247424	0x140247424	no	NO-FUNCTION
0x140f961b4	0x236424	0x140236424	no	NO-FUNCTION
0x140f961b8	0x223424	0x140223424	no	NO-FUNCTION
0x140f961bc	0x1c0124	0x1401c0124	no	NO-FUNCTION
0x140f961c8	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f961cc	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f961e8	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f961f8	0x171104	0x140171104	no	0x1400f6eb0..0x1401934a2
0x140f961fc	0x42419	0x140042419	no	0x14002a6f0..0x1400431ac
0x140f96200	0x370113	0x140370113	no	NO-FUNCTION
0x140f96208	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96210	0x84221	0x140084221	no	0x140071910..0x1400f6e74
0x140f96214	0x36e442	0x14036e442	no	NO-FUNCTION
0x140f96218	0x3c7435	0x1403c7435	no	NO-FUNCTION
0x140f9621c	0x3b6417	0x1403b6417	no	0x1403b3d30..0x1403c42ac
0x140f96220	0x3a3408	0x1403a3408	no	0x140384a80..0x1403a85db
0x140f96224	0x78e4d0	0x14078e4d0	yes	0x14078e4d0..0x14078e589
0x140f96228	0x78e589	0x14078e589	yes	0x14078e589..0x14078e809
0x140f96234	0x78e4d0	0x14078e4d0	yes	0x14078e4d0..0x14078e589
0x140f96238	0x78e589	0x14078e589	yes	0x14078e589..0x14078e809
0x140f96240	0x80021	0x140080021	no	0x140071910..0x1400f6e74
0x140f96244	0x36e400	0x14036e400	no	NO-FUNCTION
0x140f96248	0x3c7400	0x1403c7400	no	NO-FUNCTION
0x140f9624c	0x3b6400	0x1403b6400	no	0x1403b3d30..0x1403c42ac
0x140f96250	0x3a3400	0x1403a3400	no	0x140384a80..0x1403a85db
0x140f96254	0x78e4d0	0x14078e4d0	yes	0x14078e4d0..0x14078e589
0x140f96258	0x78e589	0x14078e589	yes	0x14078e589..0x14078e809
0x140f96260	0x40a01	0x140040a01	no	0x14002a6f0..0x1400431ac
0x140f96264	0xa340a	0x1400a340a	no	0x140071910..0x1400f6e74
0x140f9626c	0x52019	0x140052019	no	0x14004cf60..0x14005d9a9
0x140f96270	0x30010e	0x14030010e	no	NO-FUNCTION
0x140f96278	0x6004	0x140006004	no	0x1400019d0..0x14001bde5
0x140f9627c	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96284	0x20421	0x140020421	no	0x14001bdf0..0x14002a6e2
0x140f96288	0x353404	0x140353404	no	NO-FUNCTION
0x140f9628c	0x78ece0	0x14078ece0	yes	0x14078ece0..0x14078ed32
0x140f96290	0x78ed32	0x14078ed32	yes	0x14078ed32..0x14078ed39
0x140f96298	0x20421	0x140020421	no	0x14001bdf0..0x14002a6e2
0x140f9629c	0x365404	0x140365404	no	NO-FUNCTION
0x140f962a0	0x78ed32	0x14078ed32	yes	0x14078ed32..0x14078ed39
0x140f962a4	0x78ed39	0x14078ed39	yes	0x14078ed39..0x14078ee89
0x140f962b0	0x78ed32	0x14078ed32	yes	0x14078ed32..0x14078ed39
0x140f962b4	0x78ed39	0x14078ed39	yes	0x14078ed39..0x14078ee89
0x140f962c0	0x78ece0	0x14078ece0	yes	0x14078ece0..0x14078ed32
0x140f962c4	0x78ed32	0x14078ed32	yes	0x14078ed32..0x14078ed39
0x140f962cc	0x20021	0x140020021	no	0x14001bdf0..0x14002a6e2
0x140f962d0	0x353400	0x140353400	no	NO-FUNCTION
0x140f962d4	0x78ece0	0x14078ece0	yes	0x14078ece0..0x14078ed32
0x140f962d8	0x78ed32	0x14078ed32	yes	0x14078ed32..0x14078ed39
0x140f962e0	0x51d19	0x140051d19	no	0x14004cf60..0x14005d9a9
0x140f962e4	0x2e010b	0x1402e010b	no	NO-FUNCTION
0x140f962ec	0x3002	0x140003002	no	0x1400019d0..0x14001bde5
0x140f962f0	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f962f8	0x41321	0x140041321	no	0x14002a6f0..0x1400431ac
0x140f962fc	0x35e413	0x14035e413	no	NO-FUNCTION
0x140f96300	0x327408	0x140327408	no	NO-FUNCTION
0x140f96304	0x78f060	0x14078f060	yes	0x14078f060..0x14078f0ad
0x140f96308	0x78f0ad	0x14078f0ad	yes	0x14078f0ad..0x14078f22b
0x140f96314	0x78f060	0x14078f060	yes	0x14078f060..0x14078f0ad
0x140f96318	0x78f0ad	0x14078f0ad	yes	0x14078f0ad..0x14078f22b
0x140f96320	0x86f01	0x140086f01	no	0x140071910..0x1400f6e74
0x140f96324	0xae46f	0x1400ae46f	no	0x140071910..0x1400f6e74
0x140f96328	0xc640f	0x1400c640f	no	0x140071910..0x1400f6e74
0x140f9632c	0xb340f	0x1400b340f	no	0x140071910..0x1400f6e74
0x140f96334	0x31b19	0x140031b19	no	0x14002a6f0..0x1400431ac
0x140f9633c	0x7002	0x140007002	no	0x1400019d0..0x14001bde5
0x140f96340	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96348	0x61f21	0x140061f21	no	0x14005d9b0..0x140071526
0x140f96358	0x78f590	0x14078f590	yes	0x14078f590..0x14078f5dc
0x140f9635c	0x78f5dc	0x14078f5dc	yes	0x14078f5dc..0x14078f809
0x140f96368	0x78f590	0x14078f590	yes	0x14078f590..0x14078f5dc
0x140f9636c	0x78f5dc	0x14078f5dc	yes	0x14078f5dc..0x14078f809
0x140f96374	0x41a21	0x140041a21	no	0x14002a6f0..0x1400431ac
0x140f96378	0x8741a	0x14008741a	no	0x140071910..0x1400f6e74
0x140f9637c	0xa3405	0x1400a3405	no	0x140071910..0x1400f6e74
0x140f96380	0x78f850	0x14078f850	yes	0x14078f850..0x14078f86e
0x140f96384	0x78f86e	0x14078f86e	yes	0x14078f86e..0x14078f98b
0x140f9638c	0x67c21	0x140067c21	no	0x14005d9b0..0x140071526
0x140f96390	0xb647c	0x1400b647c	no	0x140071910..0x1400f6e74
0x140f96394	0x87400	0x140087400	no	0x140071910..0x1400f6e74
0x140f96398	0xa3400	0x1400a3400	no	0x140071910..0x1400f6e74
0x140f9639c	0x78f850	0x14078f850	yes	0x14078f850..0x14078f86e
0x140f963a0	0x78f86e	0x14078f86e	yes	0x14078f86e..0x14078f98b
0x140f963ac	0x78f850	0x14078f850	yes	0x14078f850..0x14078f86e
0x140f963b0	0x78f86e	0x14078f86e	yes	0x14078f86e..0x14078f98b
0x140f963b8	0x60021	0x140060021	no	0x14005d9b0..0x140071526
0x140f963bc	0x87400	0x140087400	no	0x140071910..0x1400f6e74
0x140f963c0	0xb6400	0x1400b6400	no	0x140071910..0x1400f6e74
0x140f963c4	0xa3400	0x1400a3400	no	0x140071910..0x1400f6e74
0x140f963c8	0x78f850	0x14078f850	yes	0x14078f850..0x14078f86e
0x140f963cc	0x78f86e	0x14078f86e	yes	0x14078f86e..0x14078f98b
0x140f963d4	0x93019	0x140093019	no	0x140071910..0x1400f6e74
0x140f963d8	0x67741f	0x14067741f	no	0x140665910..0x140680974
0x140f963dc	0x66641f	0x14066641f	no	0x140665910..0x140680974
0x140f963e0	0x65341f	0x14065341f	no	0x140643ae0..0x1406656b1
0x140f963e4	0x62011f	0x14062011f	no	0x140619940..0x140643adc
0x140f963e8	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f963ec	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f963f4	0x51f19	0x140051f19	no	0x14004cf60..0x14005d9a9
0x140f963f8	0x4c340d	0x1404c340d	no	NO-FUNCTION
0x140f963fc	0x48010d	0x14048010d	no	NO-FUNCTION
0x140f96400	0x7006	0x140007006	no	0x1400019d0..0x14001bde5
0x140f96404	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f9640c	0x51f19	0x140051f19	no	0x14004cf60..0x14005d9a9
0x140f96410	0x2a340d	0x1402a340d	no	NO-FUNCTION
0x140f96414	0x26010d	0x14026010d	no	NO-FUNCTION
0x140f96418	0x7006	0x140007006	no	0x1400019d0..0x14001bde5
0x140f9641c	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96424	0x60f11	0x140060f11	no	0x14005d9b0..0x140071526
0x140f96428	0x9640f	0x14009640f	no	0x140071910..0x1400f6e74
0x140f9642c	0x8340f	0x14008340f	no	0x140071910..0x1400f6e74
0x140f96434	0x7b3fa8	0x1407b3fa8	yes	0x1407b3fa8..0x1407b4067
0x140f96450	0xb2e19	0x1400b2e19	no	0x140071910..0x1400f6e74
0x140f96454	0x1b7420	0x1401b7420	no	NO-FUNCTION
0x140f96458	0x1a6420	0x1401a6420	no	0x140197d50..0x1401a7b91
0x140f9645c	0x193420	0x140193420	no	0x1400f6eb0..0x1401934a2
0x140f96460	0x140120	0x140140120	no	0x1400f6eb0..0x1401934a2
0x140f96468	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f9646c	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96488	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f964b0	0x2020d	0x14002020d	no	0x14001bdf0..0x14002a6e2
0x140f964b4	0x82119	0x140082119	no	0x140071910..0x1400f6e74
0x140f964b8	0x135412	0x140135412	no	0x1400f6eb0..0x1401934a2
0x140f964bc	0x123412	0x140123412	no	0x1400f6eb0..0x1401934a2
0x140f964c8	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f964e8	0x93219	0x140093219	no	0x140071910..0x1400f6e74
0x140f964fc	0x5006	0x140005006	no	0x1400019d0..0x14001bde5
0x140f96500	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96508	0x1172	0x140001172	no	0x140001170..0x1400011af
0x140f9651c	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f96528	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f96548	0x25d04	0x140025d04	no	0x14001bdf0..0x14002a6e2
0x140f9654c	0xb2a19	0x1400b2a19	no	0x140071910..0x1400f6e74
0x140f96550	0x1e341c	0x1401e341c	no	NO-FUNCTION
0x140f96554	0x14011c	0x14014011c	no	0x1400f6eb0..0x1401934a2
0x140f96564	0x5006	0x140005006	no	0x1400019d0..0x14001bde5
0x140f96568	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f965a4	0xa2319	0x1400a2319	no	0x140071910..0x1400f6e74
0x140f965a8	0x183414	0x140183414	no	0x1400f6eb0..0x1401934a2
0x140f965bc	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f965d8	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f965ec	0x92519	0x140092519	no	0x140071910..0x1400f6e74
0x140f965f0	0x200117	0x140200117	no	NO-FUNCTION
0x140f96600	0x5002	0x140005002	no	0x1400019d0..0x14001bde5
0x140f96604	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96620	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f96634	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f9663c	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f96648	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f96654	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f96678	0x62119	0x140062119	no	0x14005d9b0..0x140071526
0x140f9667c	0x156412	0x140156412	no	0x1400f6eb0..0x1401934a2
0x140f96680	0x143412	0x140143412	no	0x1400f6eb0..0x1401934a2
0x140f96688	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f966a4	0x7d8ed0	0x1407d8ed0	yes	0x1407d8ed0..0x1407d8ef6
0x140f966b8	0xb2a19	0x1400b2a19	no	0x140071910..0x1400f6e74
0x140f966bc	0x20341c	0x14020341c	no	NO-FUNCTION
0x140f966c0	0x16011c	0x14016011c	no	0x1400f6eb0..0x1401934a2
0x140f966d0	0x5006	0x140005006	no	0x1400019d0..0x14001bde5
0x140f966d4	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96708	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f9671c	0x60f11	0x140060f11	no	0x14005d9b0..0x140071526
0x140f96720	0xd640f	0x1400d640f	no	0x140071910..0x1400f6e74
0x140f96724	0xc340f	0x1400c340f	no	0x140071910..0x1400f6e74
0x140f9672c	0x7b3fa8	0x1407b3fa8	yes	0x1407b3fa8..0x1407b4067
0x140f96748	0x2e0600	0x1402e0600	no	NO-FUNCTION
0x140f96754	0x61e19	0x140061e19	no	0x14005d9b0..0x140071526
0x140f96758	0xf640f	0x1400f640f	no	0x140071910..0x1400f6e74
0x140f9675c	0xe340f	0x1400e340f	no	0x140071910..0x1400f6e74
0x140f96764	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f9676c	0xb2e19	0x1400b2e19	no	0x140071910..0x1400f6e74
0x140f96770	0x1c7420	0x1401c7420	no	NO-FUNCTION
0x140f96774	0x1b6420	0x1401b6420	no	NO-FUNCTION
0x140f96778	0x1a3420	0x1401a3420	no	0x140197d50..0x1401a7b91
0x140f9677c	0x160120	0x140160120	no	0x1400f6eb0..0x1401934a2
0x140f96784	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f96788	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f967a4	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f967b0	0x7abe60	0x1407abe60	yes	0x1407abe60..0x1407abec1
0x140f967fc	0x45108	0x140045108	no	0x1400431b0..0x1400487c1
0x140f96820	0x45108	0x140045108	no	0x1400431b0..0x1400487c1
0x140f96854	0xb2b19	0x1400b2b19	no	0x140071910..0x1400f6e74
0x140f96858	0x315419	0x140315419	no	NO-FUNCTION
0x140f9685c	0x303419	0x140303419	no	NO-FUNCTION
0x140f96860	0x280119	0x140280119	no	NO-FUNCTION
0x140f9686c	0x600b	0x14000600b	no	0x1400019d0..0x14001bde5
0x140f96870	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96890	0xb3019	0x1400b3019	no	0x140071910..0x1400f6e74
0x140f96894	0x43341f	0x14043341f	no	NO-FUNCTION
0x140f96898	0x3a011f	0x1403a011f	no	0x140384a80..0x1403a85db
0x140f968a8	0x5006	0x140005006	no	0x1400019d0..0x14001bde5
0x140f968ac	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f968c8	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f968d8	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f968ec	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f96910	0x51f19	0x140051f19	no	0x14004cf60..0x14005d9a9
0x140f96914	0x14340d	0x14014340d	no	0x1400f6eb0..0x1401934a2
0x140f96918	0x12010d	0x14012010d	no	0x1400f6eb0..0x1401934a2
0x140f9691c	0x7006	0x140007006	no	0x1400019d0..0x14001bde5
0x140f96920	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f9693c	0x7d9186	0x1407d9186	yes	0x1407d9186..0x1407d91ac
0x140f9694c	0x51f19	0x140051f19	no	0x14004cf60..0x14005d9a9
0x140f96950	0x15340d	0x14015340d	no	0x1400f6eb0..0x1401934a2
0x140f96954	0x12010d	0x14012010d	no	0x1400f6eb0..0x1401934a2
0x140f96958	0x7006	0x140007006	no	0x1400019d0..0x14001bde5
0x140f9695c	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96984	0x660c90	0x140660c90	no	0x140643ae0..0x1406656b1
0x140f96990	0x2e800	0x14002e800	no	0x14002a6f0..0x1400431ac
0x140f96994	0xd3819	0x1400d3819	no	0x140071910..0x1400f6e74
0x140f96998	0x477427	0x140477427	no	NO-FUNCTION
0x140f9699c	0x466427	0x140466427	no	NO-FUNCTION
0x140f969a0	0x453427	0x140453427	no	NO-FUNCTION
0x140f969a4	0x3e0127	0x1403e0127	no	NO-FUNCTION
0x140f969b0	0x5010	0x140005010	no	0x1400019d0..0x14001bde5
0x140f969b4	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f969d8	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f969e8	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f969f4	0x7ac130	0x1407ac130	yes	0x1407ac130..0x1407ac18e
0x140f96a18	0x21519	0x140021519	no	0x14001bdf0..0x14002a6e2
0x140f96a20	0x7d80f8	0x1407d80f8	yes	0x1407d80f8..0x1407d8177
0x140f96a3c	0x7b4278	0x1407b4278	yes	0x1407b4278..0x1407b4282
0x140f96a50	0x82219	0x140082219	no	0x140071910..0x1400f6e74
0x140f96a54	0x190110	0x140190110	no	0x1400f6eb0..0x1401934a2
0x140f96a64	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96a6c	0x20821	0x140020821	no	0x14001bdf0..0x14002a6e2
0x140f96a70	0x18f408	0x14018f408	no	0x1400f6eb0..0x1401934a2
0x140f96a74	0x7942a0	0x1407942a0	yes	0x1407942a0..0x140794321
0x140f96a78	0x794321	0x140794321	yes	0x140794321..0x140794472
0x140f96a84	0x7942a0	0x1407942a0	yes	0x1407942a0..0x140794321
0x140f96a88	0x794321	0x140794321	yes	0x140794321..0x140794472
0x140f96a90	0x91701	0x140091701	no	0x140071910..0x1400f6e74
0x140f96a94	0x216417	0x140216417	no	NO-FUNCTION
0x140f96a98	0x205417	0x140205417	no	NO-FUNCTION
0x140f96a9c	0x1f3417	0x1401f3417	no	NO-FUNCTION
0x140f96aa0	0x1c0117	0x1401c0117	no	NO-FUNCTION
0x140f96aa4	0x7010	0x140007010	no	0x1400019d0..0x14001bde5
0x140f96aa8	0x11319	0x140011319	no	0x1400019d0..0x14001bde5
0x140f96aac	0xe204	0x14000e204	no	0x1400019d0..0x14001bde5
0x140f96ab0	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96ab8	0x31b19	0x140031b19	no	0x14002a6f0..0x1400431ac
0x140f96abc	0x160109	0x140160109	no	0x1400f6eb0..0x1401934a2
0x140f96ac0	0x3002	0x140003002	no	0x1400019d0..0x14001bde5
0x140f96ac4	0x7d807c	0x1407d807c	yes	0x1407d807c..0x1407d8099
0x140f96acc	0xa1801	0x1400a1801	no	0x140071910..0x1400f6e74
0x140f96ad0	0xe6418	0x1400e6418	no	0x140071910..0x1400f6e74
0x140f96ad4	0xd5418	0x1400d5418	no	0x140071910..0x1400f6e74
0x140f96ad8	0xc3418	0x1400c3418	no	0x140071910..0x1400f6e74
0x140f96ae4	0xb2a19	0x1400b2a19	no	0x140071910..0x1400f6e74
0x140f96ae8	0x1d341c	0x1401d341c	no	NO-FUNCTION
0x140f96aec	0x12011c	0x14012011c	no	0x1400f6eb0..0x1401934a2
